Record ID,Car Name,Problem Classification,Problem Description,Severity,Diagnosis,How to Fix the Problem,Solution Used,ECU Data,Service History,Repair Status,Results
8985,BMW i4 2015,Engine,Smoke from exhaust,High,Spark plug wear,Replace the catalytic converter with a new OEM part,Replaced wear,None,Oil changed 6 months ago,Fixed,Resolved
8986,Hyundai Santa Fe 2016,Transmission,Gear shift hard,High,Transmission fluid low,Replace clutch packs,Replaced low,None,Oil changed 6 months ago,Fixed,Resolved
8987,Nissan Frontier 2022,Battery,Car wont start,Low,Starter motor failure,Test charging system,Test charging system,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
8988,Ford Escape 2021,Engine,Engine overheating,Medium,Ignition coil failure,Replace the catalytic converter with a new OEM part,Replaced failure,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
8989,Toyota Corolla 2019,Battery,Battery warning light,Medium,Dead battery,Replace alternator and test battery condition,Replaced battery,Multiple codes,None,Fixed,Resolved
8990,Chevrolet Colorado 2017,Brakes,Brake pedal hard,High,Low brake fluid,Refill brake fluid,Refill brake fluid,None,Coolant flush last year,Fixed,Resolved
8991,Mercedes EQS 2015,Battery,Battery warning light,High,Starter motor failure,Replace starter motor,Replaced failure,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
8992,Ford Mustang 2015,Transmission,Transmission overheating,High,Transmission wear,Replace solenoid pack,Replaced wear,P0301,Spark plugs replaced 2 years ago,Fixed,Resolved
8993,Honda Ridgeline 2022,Transmission,Gear grinding,High,Transmission solenoid,Replace transmission fluid,Replaced solenoid,None,Regular maintenance,Fixed,Resolved
8994,Kia Telluride 2015,Engine,Engine overheating,High,Fuel pump issue,Replace fuel pump,Pending replace fuel pump,None,Spark plugs replaced 2 years ago,Not Fixed,Unresolved
8995,Chevrolet Camaro 2015,Brakes,Brake pedal hard,Medium,Worn master cylinder,Resurface or replace rotors,Replaced cylinder,P0420,None,Fixed,Resolved
8996,Kia Sportage 2023,Brakes,Soft brake pedal,High,Worn master cylinder,Replace brake master cylinder and bleed brake system,Pending replace master cylinder,Multiple codes,Spark plugs replaced 2 years ago,Not Fixed,Unresolved
8997,Toyota Tacoma 2018,Battery,Car wont start,Low,Starter motor failure,Replace battery and test charging system,Replaced failure,None,Regular maintenance,Fixed,Resolved
8998,Kia Sorento 2017,Engine,Engine misfire,High,Timing belt failure,Replace faulty ignition coil and spark plugs,Replaced failure,None,Brake service 1 year ago,Fixed,Resolved
8999,Kia Stinger 2019,Electrical,Car wont start,Low,Window regulator motor,Replace alternator and test battery condition,Replaced motor,P0010,Coolant flush last year,Fixed,Resolved
9000,Ford Edge 2020,Electrical,Headlights flicker,Low,Faulty alternator,Replace regulator motor,Pending replace regulator motor,Multiple codes,Oil changed 6 months ago,Not Fixed,Unresolved
9001,Honda Odyssey 2021,Battery,Car wont start,Medium,Charging system fault,Replace alternator and test battery condition,Replaced fault,None,None,Fixed,Resolved
9002,Chevrolet Blazer 2023,Battery,Clicking sound when starting,High,Dead battery,Replace battery and test charging system,Pending replace battery,Multiple codes,Coolant flush last year,Not Fixed,Unresolved
9003,Toyota Sienna 2016,Engine,Engine stalling,High,Ignition coil failure,Replace the catalytic converter with a new OEM part,Replaced failure,P0200,None,Fixed,Resolved
9004,Honda Accord 2020,Battery,Battery drains fast,High,Faulty alternator,Replace alternator and test battery condition,Replaced alternator,P0300,Battery replaced 1 year ago,Fixed,Resolved
9005,Ford Maverick 2023,Engine,Smoke from exhaust,High,Catalytic converter issue,Replace fuel pump,Replaced issue,P0300,None,Fixed,Resolved
9006,Ford Bronco 2020,Brakes,Squealing brakes,Medium,Worn brake pads,Replace brake pads and rotors,Replaced pads,Multiple codes,Brake service 1 year ago,Fixed,Resolved
9007,Nissan Kicks 2021,Engine,Engine stalling,High,Fuel pump issue,Replace the catalytic converter with a new OEM part,Replaced issue,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
9008,Hyundai Palisade 2020,Transmission,Slipping gears,High,Transmission wear,Refill transmission fluid,Refill transmission fluid,None,Coolant flush last year,Fixed,Resolved
9009,Nissan Pathfinder 2016,Transmission,Gear shift hard,High,Transmission wear,Replace transmission fluid,Replaced wear,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
9010,BMW 7 Series 2021,Electrical,Car wont start,Low,Window regulator motor,Check and repair loose or damaged wiring connections,Check and repair wiring,None,Oil changed 6 months ago,Fixed,Resolved
9011,Honda Civic 2021,Battery,Battery warning light,High,Charging system fault,Test charging system,Test charging system,Multiple codes,Brake service 1 year ago,Fixed,Resolved
9012,Honda Civic 2023,Engine,Engine misfire,High,Ignition coil failure,Replace spark plugs,Pending replace spark plugs,None,Oil changed 6 months ago,Not Fixed,Unresolved
9013,Nissan Murano 2020,Engine,Check engine light on,High,Fuel pump issue,Replace timing belt,Replaced issue,Multiple codes,Regular maintenance,Fixed,Resolved
9014,Nissan Altima 2023,Engine,Smoke from exhaust,High,Fuel pump issue,Replace spark plugs,Replaced issue,P0301,Regular maintenance,Fixed,Resolved
9015,Toyota Highlander 2015,Electrical,Battery drains fast,Low,Dead battery,Secure and repair connections,Repair in progress,None,Brake service 1 year ago,In Progress,Monitoring
9016,Toyota 4Runner 2019,Brakes,Squealing brakes,Medium,Worn master cylinder,Resurface or replace rotors,Replaced cylinder,P0302,None,Fixed,Resolved
9017,Honda CR-V 2016,Electrical,Headlights flicker,Low,Wiring issue,Replace alternator and test battery condition,Replaced issue,P0011,Regular maintenance,Fixed,Resolved
9018,Kia EV6 2018,Electrical,Car wont start,Medium,Loose wiring,Replace alternator and test battery condition,Replaced wiring,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
9019,BMW 7 Series 2019,Brakes,Vibration when braking,High,Worn pads,Replace brake pads and resurface rotors,Replaced pads,None,Regular maintenance,Fixed,Resolved
9020,Kia Carnival 2018,Electrical,Battery drains fast,Low,Wiring issue,Replace alternator and test battery condition,Replaced issue,Multiple codes,None,Fixed,Resolved
9021,Ford Ranger 2020,Battery,Battery drains fast,High,Charging system fault,Test charging system,Test charging system,None,Battery replaced 1 year ago,Fixed,Resolved
9022,Toyota Camry 2016,Brakes,Squealing brakes,Medium,Warped rotors,Resurface or replace rotors,Repair in progress,P0302,Oil changed 6 months ago,In Progress,Monitoring
9023,Ford F-150 2016,Engine,Engine misfire,High,Ignition coil failure,Replace fuel pump,Pending replace fuel pump,None,Regular maintenance,Not Fixed,Unresolved
9024,Chevrolet Spark 2022,Transmission,Delayed shifting,High,Transmission fluid low,Replace clutch packs,Pending replace clutch packs,Multiple codes,Transmission service 2 years ago,Not Fixed,Unresolved
9025,Hyundai Accent 2016,Electrical,Dashboard flickering,Medium,Dead battery,Secure and repair connections,Pending secure and repair connections,None,None,Not Fixed,Unresolved
9026,Mercedes GLE 2019,Battery,Battery warning light,Low,Dead battery,Test charging system,Test charging system,None,Spark plugs replaced 2 years ago,Fixed,Resolved
9027,Hyundai Veloster 2018,Engine,Engine misfire,Medium,Ignition coil failure,Replace the catalytic converter with a new OEM part,Replaced failure,None,Coolant flush last year,Fixed,Resolved
9028,Mercedes GLB 2023,Engine,Check engine light on,Medium,Catalytic converter issue,Replace faulty ignition coil and spark plugs,Replaced issue,None,Spark plugs replaced 2 years ago,Fixed,Resolved
9029,Honda CR-V 2017,Brakes,Brake pedal hard,Medium,Low brake fluid,Replace brake master cylinder and bleed brake system,Replaced fluid,P0100,Coolant flush last year,Fixed,Resolved
9030,Nissan Murano 2016,Transmission,Gear shift hard,High,Clutch pack wear,Refill transmission fluid,Refill transmission fluid,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
9031,Mercedes GLB 2018,Electrical,Headlights flicker,Medium,Wiring issue,Replace battery and test charging system,Replaced issue,P0101,Coolant flush last year,Fixed,Resolved
9032,Hyundai Accent 2019,Brakes,Brake noise,High,Low brake fluid,Replace brake pads and rotors,Replaced fluid,None,Coolant flush last year,Fixed,Resolved
9033,Hyundai Tucson 2017,Engine,Engine misfire,High,Spark plug wear,Replace faulty ignition coil and spark plugs,Replaced wear,P0101,Transmission service 2 years ago,Fixed,Resolved
9034,Honda Civic 2021,Engine,Check engine light on,Medium,Spark plug wear,Replace the catalytic converter with a new OEM part,Replaced wear,P0301,Spark plugs replaced 2 years ago,Fixed,Resolved
9035,Honda CR-V 2018,Transmission,Delayed shifting,High,Clutch pack wear,Perform transmission service and inspect for internal damage,Perform transmission service,Multiple codes,Brake service 1 year ago,Fixed,Resolved
9036,Honda Fit 2022,Transmission,Transmission overheating,High,Transmission wear,Replace solenoid pack,Replaced wear,None,Spark plugs replaced 2 years ago,Fixed,Resolved
9037,Kia Sorento 2019,Electrical,Dashboard flickering,Low,Dead battery,Replace alternator and test battery condition,Replaced battery,P0300,Battery replaced 1 year ago,Fixed,Resolved
9038,BMW 7 Series 2019,Transmission,Transmission overheating,High,Transmission wear,Replace solenoid pack,Repair in progress,P0430,Regular maintenance,In Progress,Monitoring
9039,Ford Explorer 2020,Brakes,Soft brake pedal,High,Worn pads,Resurface or replace rotors,Pending resurface or replace rotors,P0100,Coolant flush last year,Not Fixed,Unresolved
9040,Chevrolet Silverado 2019,Engine,Smoke from exhaust,High,Spark plug wear,Replace fuel pump,Repair in progress,None,None,In Progress,Monitoring
9041,BMW 3 Series 2019,Battery,Battery drains fast,Medium,Charging system fault,Replace starter motor,Replaced fault,P0302,Transmission service 2 years ago,Fixed,Resolved
9042,Hyundai Elantra 2016,Electrical,Car wont start,Medium,Wiring issue,Replace battery and test charging system,Replaced issue,P0302,Regular maintenance,Fixed,Resolved
9043,Toyota Camry 2015,Engine,Engine misfire,Medium,Fuel pump issue,Replace faulty ignition coil and spark plugs,Replaced issue,None,Coolant flush last year,Fixed,Resolved
9044,Nissan Sentra 2015,Electrical,Power window failure,Medium,Loose wiring,Replace alternator and test battery condition,Replaced wiring,None,Transmission service 2 years ago,Fixed,Resolved
9045,Mercedes EQS 2020,Engine,Check engine light on,Medium,Spark plug wear,Replace spark plugs,Replaced wear,P0011,Coolant flush last year,Fixed,Resolved
9046,BMW 5 Series 2017,Engine,Engine overheating,High,Catalytic converter issue,Replace the catalytic converter with a new OEM part,Replaced issue,None,Oil changed 6 months ago,Fixed,Resolved
9047,Honda Pilot 2017,Engine,Engine stalling,High,Catalytic converter issue,Replace spark plugs,Replaced issue,Multiple codes,Regular maintenance,Fixed,Resolved
9048,Nissan Pathfinder 2016,Engine,Engine overheating,Medium,Timing belt failure,Replace fuel pump,Pending replace fuel pump,Multiple codes,Battery replaced 1 year ago,Not Fixed,Unresolved
9049,Honda Fit 2017,Brakes,Soft brake pedal,Medium,Warped rotors,Replace brake pads and resurface rotors,Pending replace brake pads,P0011,Coolant flush last year,Not Fixed,Unresolved
9050,Nissan Armada 2019,Brakes,Brake noise,Medium,Worn master cylinder,Replace brake pads and resurface rotors,Pending replace brake pads,Multiple codes,Coolant flush last year,Not Fixed,Unresolved
9051,Nissan Rogue 2023,Brakes,Brake pedal hard,Medium,Worn pads,Replace brake pads and rotors,Pending replace brake pads and rotors,P0011,Spark plugs replaced 2 years ago,Not Fixed,Unresolved
9052,Honda Pilot 2022,Battery,Battery warning light,High,Charging system fault,Replace starter motor,Pending replace starter motor,P0420,Battery replaced 1 year ago,Not Fixed,Unresolved
9053,BMW X6 2021,Electrical,Car wont start,Medium,Faulty alternator,Replace regulator motor,Replaced alternator,P0011,Spark plugs replaced 2 years ago,Fixed,Resolved
9054,Honda Accord 2022,Battery,Battery drains fast,Low,Faulty alternator,Replace alternator and test battery condition,Replaced alternator,None,Coolant flush last year,Fixed,Resolved
9055,Nissan Sentra 2021,Electrical,Power window failure,Medium,Wiring issue,Replace regulator motor,Replaced issue,None,Battery replaced 1 year ago,Fixed,Resolved
9056,Ford Explorer 2015,Battery,Battery warning light,Medium,Faulty alternator,Test charging system,Test charging system,None,Transmission service 2 years ago,Fixed,Resolved
9057,Chevrolet Camaro 2021,Transmission,Transmission overheating,High,Transmission wear,Replace solenoid pack,Replaced wear,None,Spark plugs replaced 2 years ago,Fixed,Resolved
9058,BMW i4 2018,Engine,Engine overheating,Medium,Timing belt failure,Replace fuel pump,Replaced failure,P0301,Brake service 1 year ago,Fixed,Resolved
9059,Mercedes GLB 2018,Electrical,Battery drains fast,Low,Dead battery,Secure and repair connections,Secure and repair connections,P0500,Transmission service 2 years ago,Fixed,Resolved
9060,Ford Bronco 2022,Electrical,Headlights flicker,Low,Loose wiring,Check and repair loose or damaged wiring connections,Pending check and repair wiring,None,None,Not Fixed,Unresolved
9061,Toyota Camry 2020,Engine,Engine misfire,High,Fuel pump issue,Replace spark plugs,Repair in progress,Multiple codes,Brake service 1 year ago,In Progress,Monitoring
9062,Toyota Tacoma 2020,Electrical,Car wont start,Medium,Faulty alternator,Check and repair loose or damaged wiring connections,Check and repair wiring,None,Battery replaced 1 year ago,Fixed,Resolved
9063,Chevrolet Malibu 2015,Electrical,Car wont start,Low,Wiring issue,Secure and repair connections,Secure and repair connections,P0100,Brake service 1 year ago,Fixed,Resolved
9064,Mercedes GLE 2023,Transmission,Slipping gears,High,Transmission fluid thick,Replace clutch packs,Replaced thick,None,Coolant flush last year,Fixed,Resolved
9065,Honda Pilot 2020,Electrical,Car wont start,Medium,Loose wiring,Secure and repair connections,Secure and repair connections,Multiple codes,Regular maintenance,Fixed,Resolved
9066,Mercedes A-Class 2015,Engine,Check engine light on,High,Fuel pump issue,Replace the catalytic converter with a new OEM part,Replaced issue,P0302,Coolant flush last year,Fixed,Resolved
9067,Hyundai Tucson 2015,Transmission,Gear grinding,High,Transmission fluid low,Perform transmission service and inspect for internal damage,Perform transmission service,None,Regular maintenance,Fixed,Resolved
9068,BMW 3 Series 2023,Brakes,Vibration when braking,High,Worn pads,Replace brake pads and resurface rotors,Replaced pads,P0400,Coolant flush last year,Fixed,Resolved
9069,BMW X7 2023,Transmission,Delayed shifting,High,Transmission solenoid,Replace solenoid pack,Replaced solenoid,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
9070,Hyundai Kona 2022,Engine,Engine stalling,High,Spark plug wear,Replace spark plugs,Replaced wear,P0302,None,Fixed,Resolved
9071,Nissan Kicks 2019,Transmission,Gear shift hard,High,Transmission wear,Perform transmission service and inspect for internal damage,Pending perform transmission service,Multiple codes,Oil changed 6 months ago,Not Fixed,Unresolved
9072,Mercedes S-Class 2016,Electrical,Headlights flicker,Low,Loose wiring,Check and repair loose or damaged wiring connections,Pending check and repair wiring,Multiple codes,Battery replaced 1 year ago,Not Fixed,Unresolved
9073,Nissan Armada 2018,Battery,Clicking sound when starting,High,Faulty alternator,Replace battery and test charging system,Replaced alternator,None,Oil changed 6 months ago,Fixed,Resolved
9074,Chevrolet Spark 2016,Battery,Battery drains fast,Low,Starter motor failure,Replace starter motor,Replaced failure,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
9075,Toyota 4Runner 2020,Electrical,Battery drains fast,Low,Wiring issue,Secure and repair connections,Secure and repair connections,P0100,Spark plugs replaced 2 years ago,Fixed,Resolved
9076,Chevrolet Equinox 2021,Brakes,Vibration when braking,High,Worn brake pads,Replace brake master cylinder and bleed brake system,Replaced pads,P0302,Transmission service 2 years ago,Fixed,Resolved
9077,Honda Insight 2022,Transmission,Gear shift hard,High,Transmission fluid low,Refill transmission fluid,Refill transmission fluid,Multiple codes,None,Fixed,Resolved
9078,Mercedes GLB 2015,Transmission,Slipping gears,High,Clutch pack wear,Replace transmission fluid,Replaced wear,None,Regular maintenance,Fixed,Resolved
9079,Mercedes GLB 2015,Brakes,Vibration when braking,Medium,Worn master cylinder,Replace brake pads and rotors,Replaced cylinder,Multiple codes,Brake service 1 year ago,Fixed,Resolved
9080,Mercedes GLC 2023,Engine,Check engine light on,High,Fuel pump issue,Replace timing belt,Replaced issue,Multiple codes,Regular maintenance,Fixed,Resolved
9081,Chevrolet Blazer 2020,Engine,Engine stalling,Medium,Fuel pump issue,Replace the catalytic converter with a new OEM part,Replaced issue,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
9082,Nissan Murano 2020,Electrical,Headlights flicker,Medium,Dead battery,Check and repair loose or damaged wiring connections,Check and repair wiring,P0420,Transmission service 2 years ago,Fixed,Resolved
9083,Chevrolet Trailblazer 2019,Electrical,Battery drains fast,Low,Wiring issue,Check and repair loose or damaged wiring connections,Check and repair wiring,None,Coolant flush last year,Fixed,Resolved
9084,Honda HR-V 2023,Brakes,Brake noise,High,Worn master cylinder,Replace brake pads and resurface rotors,Replaced cylinder,P0420,Brake service 1 year ago,Fixed,Resolved
9085,Ford Escape 2015,Transmission,Transmission overheating,Medium,Transmission solenoid,Refill transmission fluid,Refill transmission fluid,Multiple codes,Brake service 1 year ago,Fixed,Resolved
9086,Hyundai Sonata 2020,Battery,Battery warning light,High,Faulty alternator,Replace battery and test charging system,Replaced alternator,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
9087,Mercedes C-Class 2022,Engine,Smoke from exhaust,Medium,Fuel pump issue,Replace the catalytic converter with a new OEM part,Replaced issue,P0400,Coolant flush last year,Fixed,Resolved
9088,Mercedes A-Class 2019,Engine,Smoke from exhaust,High,Ignition coil failure,Replace faulty ignition coil and spark plugs,Repair in progress,Multiple codes,Oil changed 6 months ago,In Progress,Monitoring
9089,Honda Pilot 2023,Brakes,Brake pedal hard,High,Low brake fluid,Replace brake pads and rotors,Replaced fluid,P0301,Regular maintenance,Fixed,Resolved
9090,Chevrolet Spark 2019,Electrical,Car wont start,Low,Loose wiring,Check and repair loose or damaged wiring connections,Check and repair wiring,P0430,Regular maintenance,Fixed,Resolved
9091,Hyundai Sonata 2019,Battery,Clicking sound when starting,Low,Faulty alternator,Replace battery and test charging system,Replaced alternator,P0400,Battery replaced 1 year ago,Fixed,Resolved
9092,Toyota Avalon 2020,Transmission,Gear grinding,High,Transmission fluid low,Replace transmission fluid,Replaced low,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
9093,Toyota Camry 2020,Engine,Smoke from exhaust,High,Ignition coil failure,Replace spark plugs,Replaced failure,None,Transmission service 2 years ago,Fixed,Resolved
9094,Hyundai Nexo 2017,Battery,Clicking sound when starting,Low,Charging system fault,Test charging system,Test charging system,None,Oil changed 6 months ago,Fixed,Resolved
9095,Nissan Altima 2015,Electrical,Battery drains fast,Medium,Loose wiring,Secure and repair connections,Pending secure and repair connections,P0100,Spark plugs replaced 2 years ago,Not Fixed,Unresolved
9096,Hyundai Venue 2022,Brakes,Brake noise,High,Worn master cylinder,Refill brake fluid,Refill brake fluid,None,None,Fixed,Resolved
9097,Honda Passport 2017,Engine,Check engine light on,High,Timing belt failure,Replace faulty ignition coil and spark plugs,Replaced failure,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
9098,Honda Fit 2021,Engine,Smoke from exhaust,High,Timing belt failure,Replace the catalytic converter with a new OEM part,Replaced failure,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
9099,Mercedes GLE 2018,Brakes,Soft brake pedal,Medium,Low brake fluid,Refill brake fluid,Refill brake fluid,P0100,None,Fixed,Resolved
9100,Kia Rio 2023,Battery,Battery drains fast,Low,Charging system fault,Replace battery and test charging system,Pending replace battery,P0101,Coolant flush last year,Not Fixed,Unresolved
9101,Hyundai Palisade 2018,Brakes,Soft brake pedal,High,Warped rotors,Refill brake fluid,Repair in progress,None,Battery replaced 1 year ago,In Progress,Monitoring
9102,Toyota Tacoma 2022,Engine,Engine overheating,High,Fuel pump issue,Replace faulty ignition coil and spark plugs,Replaced issue,Multiple codes,Regular maintenance,Fixed,Resolved
9103,Kia Niro 2023,Brakes,Brake pedal hard,Medium,Worn brake pads,Replace brake pads and resurface rotors,Replaced pads,Multiple codes,None,Fixed,Resolved
9104,Hyundai Venue 2023,Battery,Car wont start,Low,Dead battery,Test charging system,Test charging system,None,Brake service 1 year ago,Fixed,Resolved
9105,Hyundai Palisade 2023,Transmission,Gear grinding,High,Transmission solenoid,Perform transmission service and inspect for internal damage,Perform transmission service,P0302,Oil changed 6 months ago,Fixed,Resolved
9106,BMW X7 2018,Battery,Clicking sound when starting,Medium,Dead battery,Replace alternator and test battery condition,Replaced battery,None,Coolant flush last year,Fixed,Resolved
9107,Hyundai Santa Fe 2021,Electrical,Battery drains fast,Low,Faulty alternator,Replace regulator motor,Replaced alternator,P0101,Battery replaced 1 year ago,Fixed,Resolved
9108,Honda Odyssey 2019,Engine,Check engine light on,High,Catalytic converter issue,Replace faulty ignition coil and spark plugs,Replaced issue,None,Regular maintenance,Fixed,Resolved
9109,Chevrolet Tahoe 2016,Battery,Battery drains fast,Medium,Starter motor failure,Replace starter motor,Replaced failure,Multiple codes,None,Fixed,Resolved
9110,BMW 4 Series 2017,Electrical,Battery drains fast,Low,Loose wiring,Secure and repair connections,Secure and repair connections,Multiple codes,Coolant flush last year,Fixed,Resolved
9111,Hyundai Santa Fe 2017,Electrical,Dashboard flickering,Medium,Wiring issue,Check and repair loose or damaged wiring connections,Check and repair wiring,P0500,Regular maintenance,Fixed,Resolved
9112,Mercedes GLE 2018,Brakes,Brake pedal hard,High,Low brake fluid,Resurface or replace rotors,Replaced fluid,None,None,Fixed,Resolved
9113,Ford Mustang 2017,Brakes,Vibration when braking,High,Worn pads,Replace brake master cylinder and bleed brake system,Replaced pads,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
9114,Honda Ridgeline 2015,Battery,Car wont start,Low,Starter motor failure,Test charging system,Test charging system,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
9115,Honda Odyssey 2017,Electrical,Battery drains fast,Medium,Window regulator motor,Replace regulator motor,Replaced motor,None,Brake service 1 year ago,Fixed,Resolved
9116,Ford Mustang 2018,Battery,Battery warning light,Medium,Dead battery,Replace battery and test charging system,Replaced battery,None,Regular maintenance,Fixed,Resolved
9117,Toyota RAV4 2022,Battery,Clicking sound when starting,Low,Dead battery,Replace alternator and test battery condition,Replaced battery,P0101,Oil changed 6 months ago,Fixed,Resolved
9118,BMW X1 2020,Battery,Battery drains fast,Low,Starter motor failure,Replace starter motor,Replaced failure,P0430,Oil changed 6 months ago,Fixed,Resolved
9119,Hyundai Santa Fe 2015,Transmission,Delayed shifting,High,Transmission solenoid,Refill transmission fluid,Refill transmission fluid,None,Oil changed 6 months ago,Fixed,Resolved
9120,Kia Sorento 2019,Transmission,Transmission overheating,High,Clutch pack wear,Replace transmission fluid,Replaced wear,Multiple codes,Coolant flush last year,Fixed,Resolved
9121,Honda Civic 2016,Electrical,Car wont start,Medium,Loose wiring,Replace regulator motor,Replaced wiring,P0301,Coolant flush last year,Fixed,Resolved
9122,Nissan Armada 2023,Battery,Clicking sound when starting,Low,Dead battery,Replace starter motor,Replaced battery,Multiple codes,None,Fixed,Resolved
9123,BMW 3 Series 2016,Electrical,Dashboard flickering,Medium,Faulty alternator,Check and repair loose or damaged wiring connections,Check and repair wiring,None,Spark plugs replaced 2 years ago,Fixed,Resolved
9124,BMW X3 2022,Transmission,Gear grinding,High,Transmission fluid low,Replace solenoid pack,Replaced low,None,Oil changed 6 months ago,Fixed,Resolved
9125,Chevrolet Tahoe 2017,Electrical,Headlights flicker,Low,Loose wiring,Secure and repair connections,Secure and repair connections,P0430,None,Fixed,Resolved
9126,Honda CR-V 2021,Battery,Battery drains fast,Medium,Dead battery,Replace alternator and test battery condition,Replaced battery,None,Battery replaced 1 year ago,Fixed,Resolved
9127,Chevrolet Colorado 2017,Electrical,Headlights flicker,Low,Window regulator motor,Replace regulator motor,Pending replace regulator motor,None,None,Not Fixed,Unresolved
9128,Nissan Sentra 2019,Electrical,Power window failure,Low,Dead battery,Secure and repair connections,Pending secure and repair connections,None,Battery replaced 1 year ago,Not Fixed,Unresolved
9129,Chevrolet Tahoe 2021,Electrical,Power window failure,Low,Wiring issue,Replace battery and test charging system,Replaced issue,None,Battery replaced 1 year ago,Fixed,Resolved
9130,Kia Niro 2023,Battery,Battery warning light,Low,Dead battery,Replace starter motor,Replaced battery,P0301,Brake service 1 year ago,Fixed,Resolved
9131,Chevrolet Tahoe 2022,Battery,Battery warning light,Medium,Dead battery,Replace alternator and test battery condition,Replaced battery,P0400,None,Fixed,Resolved
9132,Hyundai Venue 2020,Brakes,Brake noise,Medium,Warped rotors,Replace brake pads and rotors,Replaced rotors,P0101,Battery replaced 1 year ago,Fixed,Resolved
9133,Ford F-150 2023,Battery,Clicking sound when starting,High,Starter motor failure,Test charging system,Test charging system,Multiple codes,Regular maintenance,Fixed,Resolved
9134,BMW 7 Series 2022,Battery,Car wont start,High,Faulty alternator,Test charging system,Test charging system,P0011,None,Fixed,Resolved
9135,Chevrolet Colorado 2018,Transmission,Slipping gears,Medium,Transmission wear,Perform transmission service and inspect for internal damage,Pending perform transmission service,P0430,Coolant flush last year,Not Fixed,Unresolved
9136,Ford Escape 2022,Battery,Battery drains fast,Low,Dead battery,Test charging system,Repair in progress,P0101,Transmission service 2 years ago,In Progress,Monitoring
9137,Ford Expedition 2016,Brakes,Vibration when braking,High,Worn pads,Replace brake master cylinder and bleed brake system,Replaced pads,P0400,Regular maintenance,Fixed,Resolved
9138,Nissan Pathfinder 2016,Battery,Clicking sound when starting,High,Faulty alternator,Replace starter motor,Replaced alternator,P0200,Battery replaced 1 year ago,Fixed,Resolved
9139,Mercedes E-Class 2022,Brakes,Brake noise,Medium,Worn pads,Replace brake pads and rotors,Replaced pads,P0302,Battery replaced 1 year ago,Fixed,Resolved
9140,Hyundai Palisade 2020,Electrical,Dashboard flickering,Low,Window regulator motor,Replace alternator and test battery condition,Replaced motor,P0302,Regular maintenance,Fixed,Resolved
9141,Chevrolet Blazer 2015,Engine,Engine overheating,Medium,Timing belt failure,Replace faulty ignition coil and spark plugs,Replaced failure,Multiple codes,Brake service 1 year ago,Fixed,Resolved
9142,Ford Bronco 2023,Electrical,Battery drains fast,Low,Window regulator motor,Replace regulator motor,Replaced motor,P0300,Coolant flush last year,Fixed,Resolved
9143,Kia Sportage 2019,Engine,Engine overheating,High,Fuel pump issue,Replace timing belt,Replaced issue,P0010,None,Fixed,Resolved
9144,Toyota 4Runner 2022,Battery,Battery drains fast,High,Starter motor failure,Replace starter motor,Replaced failure,None,Oil changed 6 months ago,Fixed,Resolved
9145,Honda Ridgeline 2017,Engine,Engine overheating,High,Fuel pump issue,Replace the catalytic converter with a new OEM part,Replaced issue,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
9146,Mercedes EQS 2019,Engine,Engine stalling,High,Spark plug wear,Replace faulty ignition coil and spark plugs,Repair in progress,P0200,Transmission service 2 years ago,In Progress,Monitoring
9147,BMW i4 2022,Battery,Battery drains fast,High,Charging system fault,Test charging system,Test charging system,Multiple codes,Brake service 1 year ago,Fixed,Resolved
9148,Hyundai Elantra 2016,Brakes,Brake pedal hard,Medium,Worn brake pads,Refill brake fluid,Refill brake fluid,None,Brake service 1 year ago,Fixed,Resolved
9149,Kia Soul 2023,Electrical,Battery drains fast,Low,Loose wiring,Secure and repair connections,Secure and repair connections,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
9150,BMW 7 Series 2015,Brakes,Squealing brakes,High,Low brake fluid,Resurface or replace rotors,Replaced fluid,Multiple codes,Coolant flush last year,Fixed,Resolved
9151,Hyundai Nexo 2015,Transmission,Gear grinding,High,Clutch pack wear,Replace transmission fluid,Replaced wear,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
9152,Chevrolet Spark 2016,Electrical,Power window failure,Low,Dead battery,Replace battery and test charging system,Replaced battery,P0101,Regular maintenance,Fixed,Resolved
9153,Hyundai Venue 2022,Engine,Smoke from exhaust,Medium,Catalytic converter issue,Replace the catalytic converter with a new OEM part,Pending replace catalytic converter,P0200,Oil changed 6 months ago,Not Fixed,Unresolved
